Time Elapsed (s),X Position (m),Y Position (m),Eccentric Anomaly (rad),Orbital Radius (m),Orbital Velocity (m/s),Gravitational Potential Energy (J),Kinetic Energy (J),Mechanical Energy (J)
16779651.678497665,-149223067710.87,-29185112515.738304,3.3379672134118445,152050303286.7715,29547.899147166114,-5.21402387043429e+33,2.607011935217145e+33,-2.607011935217145e+33
16885184.07899136,-148588232012.14468,-32211925571.437927,3.3586432777515394,152039701530.60284,29548.92931941119,-5.21438744527149e+33,2.607193722635745e+33,-2.607193722635745e+33
16990716.479485057,-147890891856.99008,-35225188454.91056,3.3793208549216986,152028055950.01175,29550.06104422984,-5.214786875290164e+33,2.607393437645082e+33,-2.607393437645082e+33
17096248.87997875,-147131326290.84473,-38223630211.01331,3.4000000868201243,152015371205.0571,29551.293903662667,-5.215222017085244e+33,2.607611008542622e+33,-2.607611008542622e+33
17201781.280472446,-146309839407.51022,-41205985208.54646,3.420681114750219,152001652374.1054,29552.627441989553,-5.215692714265902e+33,2.607846357132952e+33,-2.6078463571329506e+33
17307313.680966143,-145426760265.43604,-44170993601.2224,3.44136407936952,151986904952.43277,29554.061165792762,-5.21619879746956e+33,2.60809939873478e+33,-2.60809939873478e+33
17412846.08145984,-144482442796.866,-47117401788.111374,3.46204912063829,151971134850.70767,29555.594544026004,-5.216740084377335e+33,2.608370042188667e+33,-2.608370042188668e+33
17518378.481953535,-143477265709.80972,-50043962873.51176,3.482736377768177,151954348393.35385,29557.227008089587,-5.217316379731027e+33,2.6086581898655134e+33,-2.6086581898655134e+33
17623910.88244723,-142411632382.79813,-52949437126.18915,3.50342598917094,151936552316.79272,29558.95795191185,-5.217927475351676e+33,2.608963737675838e+33,-2.608963737675838e+33
17729443.282940928,-141285970752.38132,-55832592437.927284,3.5241180924072557,151917753767.5648,29560.78673203705,-5.218573150159791e+33,2.609286575079896e+33,-2.609286575079895e+33
17834975.683434624,-140100733193.3235,-58692204781.32823,3.544812824135603,151897960300.32852,29562.71266771996,-5.219253170197345e+33,2.6096265850986724e+33,-2.6096265850986724e+33
17940508.08392832,-138856396391.44833,-61527058666.801285,3.565510320061245,151877179875.7372,29564.735041027256,-5.219967288651579e+33,2.609983644325789e+33,-2.60998364432579e+33
18046040.484422017,-137553461209.08643,-64335947598.6706,3.5862107148853037,151855420858.19174,29566.85309694606,-5.220715245880755e+33,2.610357622940377e+33,-2.610357622940378e+33
18151572.884915713,-136192452543.07321,-67117674530.33347,3.6069141422539466,151832692013.4693,29569.066043499737,-5.221496769441921e+33,2.61074838472096e+33,-2.610748384720961e+33
18257105.285409406,-134773919175.24568,-69871052318.39482,3.627620734707679,151809002506.22662,29571.373051871287,-5.222311574120795e+33,2.6111557870603973e+33,-2.6111557870603973e+33
18362637.685903102,-133298433615.38303,-72594904175.70094,3.6483306236307698,151784361897.3769,29573.773256534536,-5.223159361963895e+33,2.6115796809819475e+33,-2.6115796809819475e+33
18468170.0863968,-131766591936.53687,-75288064123.19157,3.6690439392008,151758780141.34018,29576.26575539333,-5.224039822312972e+33,2.612019911156486e+33,-2.612019911156486e+33
18573702.486890495,-130179013602.6925,-77949377440.48483,3.6897608103383575,151732267583.16495,29578.849609929133,-5.224952631841919e+33,2.6124763159209594e+33,-2.6124763159209594e+33
18679234.88738419,-128536341288.70483,-80577701115.10735,3.710481364656882,151704834955.52136,29581.523845357155,-5.225897454596229e+33,2.6129487272981137e+33,-2.612948727298115e+33
18784767.287877887,-126839240692.44852,-83171904290.27457,3.731205728412673,151676493375.5639,29584.287450791413,-5.226873942035136e+33,2.613436971017568e+33,-2.613436971017568e+33
18890299.688371584,-125088400339.12393,-85730868711.1253,3.751934026455067,151647254341.6634,29587.139379418946,-5.227881733076579e+33,2.61394086653829e+33,-2.613940866538289e+33
18995832.08886528,-123284531377.6571,-88253489169.30832,3.772666382176804,151617129730.0069,29590.078548683494,-5.228920454145072e+33,2.614460227072536e+33,-2.614460227072536e+33
19101364.489358976,-121428367369.13438,-90738673945.8128,3.7934029174645825,151586131791.06454,29593.103840479012,-5.229989719222668e+33,2.614994859611334e+33,-2.614994859611334e+33
19206896.889852673,-119520664067.20888,-93185345251.93463,3.8141437526498323,151554273145.9224,29596.2141013532,-5.2310891299031e+33,2.61554456495155e+33,-2.61554456495155e+33
19312429.29034637,-117562199190.4192,-95592439668.25906,3.8348890064597003,151521566782.48,29599.408142721535,-5.232218275449278e+33,2.616109137724638e+33,-2.6161091377246394e+33
19417961.69084006,-115553772186.35904,-97958908581.54079,3.855638795968274,151488026051.51218,29602.684741092,-5.233376732854235e+33,2.6166883664271173e+33,-2.6166883664271173e+33
19523494.091333758,-113496203987.6361,-100283718619.3563,3.876393236548058,151453664662.59354,29606.042638300885,-5.234564066905715e+33,2.617282033452858e+33,-2.617282033452857e+33
19629026.491827454,-111390336759.56252,-102565852082.39394,3.8971524418217043,151418496679.8847,29609.48054176002,-5.235779830254512e+33,2.6178899151272554e+33,-2.6178899151272566e+33
19734558.89232115,-109237033639.5159,-104804307374.24983,3.9179165236140325,151382536517.7799,29612.997124715752,-5.237023563486705e+33,2.6185117817433526e+33,-2.6185117817433526e+33
19840091.292814847,-107037178467.9135,-106998099428.58582,3.9386855919043353,151345798936.41415,29616.59102652001,-5.238294795199974e+33,2.619147397599987e+33,-2.619147397599987e+33
19945623.693308543,-104791675510.74356,-109146260133.50226,3.9594597547790014,151308299037.02942,29620.260852913816,-5.239593042084103e+33,2.619796521042051e+33,-2.619796521042052e+33
20051156.09380224,-102501449173.59822,-111247838752.97531,3.980239118384461,151270052257.19907,29624.00517632359,-5.240917809005849e+33,2.620458904502925e+33,-2.620458904502924e+33
20156688.494295936,-100167443707.15453,-113301902345.20016,4.0010237868804825,151231074365.9095,29627.822536170563,-5.242268589098325e+33,2.621134294549162e+33,-2.621134294549163e+33
20262220.894789632,-97790622904.05342,-115307536177.67651,4.021813862393825,151191381458.49768,29631.71143919377,-5.243644863855043e+33,2.6218224319275216e+33,-2.6218224319275216e+33
20367753.29528333,-95371969787.12642,-117263844138.87033,4.042609444972283,151150989951.445,29635.670359786745,-5.245046103228786e+33,2.622523051614393e+33,-2.622523051614393e+33
20473285.695777025,-92912486288.92644,-119169949146.27399,4.063410632539121,151109916577.02505,29639.697740348558,-5.246471765735443e+33,2.6232358828677214e+33,-2.6232358828677214e+33
20578818.096270718,-90413192922.51538,-121024993550.6903,4.084217520847946,151068178377.806,29643.791991649276,-5.247921298562984e+33,2.6239606492814906e+33,-2.623960649281493e+33
20684350.496764414,-87875128443.4732,-122828139536.55049,4.105030203438007,151025792701.00598,29647.951493210418,-5.249394137685723e+33,2.624697068842861e+33,-2.624697068842862e+33
20789882.89725811,-85299349503.08942,-124578569518.07867,4.125848771589961,150982777192.70157,29652.174593700547,-5.250889707984013e+33,2.6254448539920063e+33,-2.6254448539920063e+33
20895415.297751807,-82686930292.70248,-126275486531.10707,4.146673314282139,150939149791.88812,29656.459611346516,-5.252407423369539e+33,2.6262037116847696e+33,-2.6262037116847696e+33
21000947.698245503,-80038962179.16306,-127918114620.33768,4.1675039181472995,150894928724.392,29660.804834360613,-5.253946686916363e+33,2.626973343458182e+33,-2.626973343458181e+33
21106480.0987392,-77356553331.392,-129505699221.84741,4.1883406674299275,150850132496.63425,29665.20852138391,-5.255506890997851e+33,2.627753445498925e+33,-2.627753445498926e+33
21212012.499232896,-74640828338.0157,-131037507540.62157,4.209183643944086,150804779889.24484,29669.668901946257,-5.257087417429671e+33,2.6285437087148353e+33,-2.6285437087148353e+33
21317544.899726592,-71892927816.06438,-132512828922.89957,4.230032927031839,150758889950.52826,29674.18417694309,-5.258687637618959e+33,2.6293438188094793e+33,-2.6293438188094793e+33
21423077.30022029,-69114008010.72105,-133930975223.11055,4.250888593522292,150712481989.77902,29678.752519129503,-5.260306912719847e+33,2.6301534563599236e+33,-2.6301534563599236e+33
21528609.700713985,-66305240386.12036,-135291281165.17056,4.271750717691248,150665575570.4482,29683.372073631777,-5.261944593795452e+33,2.630972296897726e+33,-2.630972296897726e+33
21634142.10120768,-63467811207.196724,-136593104697.90884,4.292619371221527,150618190503.1602,29688.04095847674,-5.263600021986495e+33,2.631800010993247e+33,-2.631800010993247e+33
21739674.501701374,-60602921112.590965,-137835827344.38617,4.313494623163966,150570346838.58026,29692.757265139164,-5.265272528686667e+33,2.6326362643433336e+33,-2.6326362643433336e+33
21845206.90219507,-57711784678.62768,-139018854544.8632,4.334376539899134,150522064860.1331,29697.519059107526,-5.26696143572488e+33,2.6334807178624393e+33,-2.6334807178624405e+33
21950739.302688766,-54795629974.38848,-140141615993.17062,4.355265185099765,150473365076.57227,29702.324380468373,-5.268666055554526e+33,2.6343330277772616e+33,-2.634333027777264e+33
22056271.703182463,-51855698107.904396,-141203565966.23273,4.376160619693978,150424268214.402,29707.171244509504,-5.270385691449858e+33,2.6351928457249285e+33,-2.6351928457249297e+33
22161804.10367616,-48893242763.50712,-142204183646.4859,4.397062901829274,150374795210.15057,29712.057642342246,-5.272119637709638e+33,2.636059818854819e+33,-2.636059818854819e+33
22267336.504169855,-45909529730.3782,-143142973436.9362,4.417972086837368,150324967202.49734,29716.981541542977,-5.273867179868105e+33,2.6369335899340525e+33,-2.6369335899340525e+33
22372868.90466355,-42905836422.35143,-144019465268.58984,4.438888227199857,150274805524.25327,29721.940886814158,-5.275627594913432e+33,2.6378137974567156e+33,-2.6378137974567167e+33
22478401.305157248,-39883451389.025,-144833214899.99216,4.459811372514782,150224331694.19672,29726.933600664976,-5.277400151513713e+33,2.6387000757568563e+33,-2.6387000757568563e+33
22583933.705650944,-36843673818.25086,-145583804208.60406,4.480741569464096,150173567408.7648,29731.957584111817,-5.27918411025061e+33,2.6395920551253045e+33,-2.6395920551253056e+33
22689466.10614464,-33787813030.080112,-146270841473.7434,4.501678861782079,150122534533.60233,29737.010717398687,-5.280978723860719e+33,2.6404893619303597e+33,-2.6404893619303597e+33
22794998.506638337,-30717187962.248543,-146893961650.8157,4.522623290224711,150071255094.96954,29742.090860737648,-5.28278323748473e+33,2.6413916187423646e+33,-2.641391618742366e+33
22900530.907132033,-27633126647.297348,-147452826636.55554,4.543574892540067,150019751271.0099,29747.195855069473,-5.284596888924459e+33,2.6422984444622294e+33,-2.6422984444622294e+33
23006063.307625726,-24536965681.43303,-147947125524.99866,4.5645337034397375,149968045382.8799,29752.323522844472,-5.286418908907804e+33,2.6432094544539015e+33,-2.6432094544539027e+33
23111595.708119422,-21430049685.243263,-148376574853.90283,4.585499754571314,149916159885.74356,29757.471668823593,-5.28824852136165e+33,2.6441242606808245e+33,-2.6441242606808256e+33
23217128.10861312,-18313730756.39016,-148740918841.33267,4.606473074491977,149864117359.6317,29762.638080899847,-5.29008494369281e+33,2.6450424718464047e+33,-2.645042471846406e+33
23322660.509106815,-15189367914.418068,-149039929612.12494,4.627453688643208,149811940500.17078,29767.82053094,-5.291927387076976e+33,2.6459636935384874e+33,-2.6459636935384885e+33
23428192.90960051,-12058326537.818184,-149273407413.94775,4.648441619326676,149759652109.18155,29773.016775646494,-5.293775056755724e+33,2.646887528377862e+33,-2.646887528377862e+33
23533725.310094208,-8921977793.511255,-149441180822.668,4.6694368856812964,149707275085.15164,29778.22455743961,-5.295627152341586e+33,2.647813576170793e+33,-2.647813576170793e+33
23639257.710587904,-5781698058.907722,-149543106936.74072,4.690439503661543,149654832413.58377,29783.441605359727,-5.297482868131161e+33,2.64874143406558e+33,-2.6487414340655813e+33
23744790.1110816,-2638868336.7325716,-149579071560.3349,4.711449486016987,149602347157.22342,29788.66563598953,-5.299341393426265e+33,2.6496706967131317e+33,-2.649670696713133e+33
23850322.511575297,505126337.2060583,-149548989374.9113,4.732466842273153,149549842446.16864,29793.894354396103,-5.30120191286307e+33,2.650600956431535e+33,-2.650600956431535e+33
23955854.912068993,3648897493.0945106,-149452804098.96768,4.75349157871368,149497341467.86533,29799.125455092664,-5.303063606749236e+33,2.651531803374618e+33,-2.651531803374618e+33
24061387.31256269,6791053832.831201,-149290488635.671,4.774523698363835,149444867456.9917,29804.356623019758,-5.304925651408911e+33,2.652462825704455e+33,-2.652462825704456e+33
24166919.71305638,9930201842.158566,-149062045208.09576,4.795563200975421,149392443685.23596,29809.585534545608,-5.306787219535587e+33,2.6533936097677927e+33,-2.653393609767794e+33
24272452.113550078,13064946408.971859,-148767505481.79263,4.816610083013085,149340093450.97018,29814.809858485456,-5.308647480552717e+33,2.654323740276358e+33,-2.654323740276359e+33
24377984.514043774,16193891447.561567,-148406930674.4125,4.837664337642088,149287840068.8257,29820.02725713944,-5.310505600981973e+33,2.655252800490986e+33,-2.6552528004909873e+33
24483516.91453747,19315640528.524605,-147980411652.11707,4.858725954717531,149235706859.17365,29825.235387348777,-5.312360744819069e+33,2.6561803724095347e+33,-2.6561803724095347e+33
24589049.315031167,22428797514.078148,-147488069012.50873,4.879794920775106,149183717137.5149,29830.43190156979,-5.314212073916999e+33,2.6571060369584997e+33,-2.6571060369584997e+33
24694581.715524863,25531967198.488537,-146930053153.81976,4.900871219023362,149131894203.78525,29835.614448965414,-5.31605874837656e+33,2.658029374188279e+33,-2.6580293741882804e+33
24800114.11601856,28623755953.323444,-146306544330.10376,4.921954829337548,149080261331.5795,29840.780676513677,-5.317899926944007e+33,2.6589499634720034e+33,-2.6589499634720034e+33
24905646.516512256,31702772377.21825,-145617752692.17963,4.943045728255047,149028841757.30045,29845.92823013268,-5.319734767415674e+33,2.659867383707837e+33,-2.659867383707837e+33
25011178.917005952,34767627949.83617,-144863918314.08426,4.9641438889724085,148977658669.23773,29851.05475582156,-5.321562427049361e+33,2.66078121352468e+33,-2.660781213524681e+33
25116711.31749965,37816937689.69636,-144045311204.7959,4.985249281344053,148926735196.58206,29856.157900816874,-5.323382062982302e+33,2.66169103149115e+33,-2.6616910314911524e+33
25222243.717993345,40849320815.52126,-143162231304.9996,5.006361871882628,148876094398.3808,29861.235314763733,-5.325192832655493e+33,2.6625964163277464e+33,-2.6625964163277464e+33
25327776.118487038,43863401410.75372,-142215008468.672,5.027481623761063,148825759252.44043,29866.28465090112,-5.32699389424415e+33,2.6634969471220745e+33,-2.6634969471220756e+33
25433308.518980734,46857809090.875786,-141204002429.27243,5.048608496816344,148775752644.18237,29871.30356726071,-5.328784407094048e+33,2.6643922035470234e+33,-2.6643922035470246e+33
25538840.91947443,49831179673.15435,-140129602750.33633,5.069742447555035,148726097355.4583,29876.289727878375,-5.33056353216347e+33,2.665281766081735e+33,-2.665281766081735e+33
25644373.319968127,52782155848.42361,-138992228760.27582,5.090883429160549,148676816053.33133,29881.240804017754,-5.332330432470519e+33,2.666165216235259e+33,-2.66616521623526e+33
25749905.720461823,55709387854.507706,-137792329471.203,5.1120313915022155,148627931278.8297,29886.154475405023,-5.334084273545454e+33,2.6670421367727265e+33,-2.6670421367727276e+33
25855438.12095552,58611534150.87395,-136530383481.60266,5.133186281146149,148579465435.6804,29891.02843147402,-5.335824223887776e+33,2.667912111943888e+33,-2.667912111943888e+33
25960970.521449216,61487262094.096596,-135206898862.691,5.154348041367935,148531440779.0286,29895.860372620897,-5.337549455427729e+33,2.668774727713864e+33,-2.668774727713865e+33
26066502.921942912,64335248613.70193,-133822413028.31032,5.175516612167149,148483879404.15118,29900.648011467427,-5.339259143991869e+33,2.669629571995934e+33,-2.669629571995935e+33
26172035.32243661,67154180887.957,-132377492588.22081,5.196691930283748,148436803235.1711,29905.389074131937,-5.340952469772354e+33,2.670476234886177e+33,-2.670476234886177e+33
26277567.722930305,69942757019.15228,-130872733184.66403,5.217873929216309,148390234013.78015,29910.081301506987,-5.34262861779959e+33,2.671314308899795e+33,-2.671314308899795e+33
26383100.123424,72699686707.92198,-129308759312.08559,5.239062539242161,148344193287.9777,29914.72245054277,-5.344286778417843e+33,2.6721433892089207e+33,-2.672143389208922e+33
26488632.523917694,75423691926.13637,-127686224119.9193,5.260257687439396,148298702400.83353,29919.31029553517,-5.345926147763408e+33,2.6729630738817037e+33,-2.672963073881705e+33
26594164.92441139,78113507587.89462,-126005809198.34705,5.281459297710802,148253782479.28217,29923.842629417453,-5.347545928244964e+33,2.673772964122482e+33,-2.673772964122482e+33
26699697.324905086,80767882218.13226,-124268224346.96866,5.302667290809673,148209454422.95718,29928.317265054447,-5.349145329025641e+33,2.67457266451282e+33,-2.674572664512821e+33
26805229.725398783,83385578618.36345,-122474207326.32283,5.323881584367567,148165738893.07333,29932.73203653815,-5.35072356650639e+33,2.675361783253195e+33,-2.675361783253195e+33
26910762.12589248,85965374529.05547,-120624523592.22589,5.345102092923954,148122656301.36478,29937.084800483557,-5.352279864810225e+33,2.6761399324051123e+33,-2.6761399324051123e+33
27016294.526386175,88506063288.14159,-118719966012.90295,5.366328727957804,148080226799.08804,29941.37343732356,-5.353813456266819e+33,2.676906728133409e+33,-2.67690672813341e+33
27121826.92687987,91006454485.16417,-116761354568.90714,5.387561397921087,148038470266.09775,29945.595852601724,-5.35532358189706e+33,2.6776617909485297e+33,-2.677661790948531e+33
27227359.327373568,93465374610.5386,-114749536035.83829,5.408800008274199,147997406300.004,29949.749978261647,-5.356809491897012e+33,2.678404745948505e+33,-2.6784047459485064e+33
27332891.727867264,95881667699.42361,-112685383649.8895,5.430044461523303,147957054205.41962,29953.833773931798,-5.358270446120847e+33,2.6791352230604233e+33,-2.6791352230604233e+33
27438424.12836096,98254195969.68106,-110569796756.26807,5.451294657259574,147917432983.30634,29957.845228204384,-5.359705714562213e+33,2.6798528572811057e+33,-2.679852857281107e+33
27543956.528854657,100581840453.405,-108403700440.55415,5.472550492200366,147878561320.42813,29961.78235990715,-5.361114577833552e+33,2.680557288916776e+33,-2.680557288916776e+33
27649488.92934835,102863501621.49794,-106188045143.08014,5.493811860232261,147840457578.921,29965.643219366644,-5.362496327642834e+33,2.6812481638214176e+33,-2.6812481638214164e+33
27755021.329842046,105098100000.76973,-103923806256.43127,5.515078652456009,147803139785.98715,29969.425889661772,-5.36385026726721e+33,2.681925133633605e+33,-2.681925133633605e+33
27860553.730335742,107284576783.03696,-101611983706.18619,5.536350757233333,147766625623.7233,29973.12848786624,-5.365175712023029e+33,2.6825878560115145e+33,-2.6825878560115145e+33
27966086.13082944,109421894425.69672,-99253601515.03658,5.557628060235593,147730932419.09085,29976.749166278572,-5.366471989731716e+33,2.683235994865858e+33,-2.683235994865858e+33
28071618.531323135,111509037243.25432,-96849707350.44131,5.578910444494297,147696077134.03766,29980.286113638358,-5.367738441180946e+33,2.683869220590472e+33,-2.6838692205904734e+33
28177150.93181683,113545011989.28114,-94401372055.99242,5.600197790453413,147662076355.779,29983.737556327455,-5.368974420580622e+33,2.684487210290311e+33,-2.684487210290311e+33
28282683.332310528,115528848428.28627,-91909689166.68742,5.621489976023493,147628946287.24762,29987.101759554644,-5.370179296013052e+33,2.6850896480065253e+33,-2.6850896480065264e+33
28388215.732804224,117459599896.98378,-89375774408.3232,5.642786876637559,147596702737.72037,29990.377028522595,-5.371352449876854e+33,2.685676224938426e+33,-2.6856762249384274e+33
28493748.13329792,119336343854.44826,-86800765181.24207,5.664088365308749,147565361113.6307,29993.561709575635,-5.372493279324e+33,2.686246639662e+33,-2.686246639662e+33
28599280.533791617,121158182420.64726,-84185820028.68748,5.685394312689665,147534936409.5752,29996.65419132706,-5.373601196689483e+33,2.686800598344741e+33,-2.686800598344742e+33
28704812.934285313,122924242902.85391,-81532118090.03665,5.706704587133419,147505443199.52234,29999.65290576468,-5.374675629913075e+33,2.687337814956537e+33,-2.687337814956538e+33
28810345.334779005,124633678309.44469,-78840858539.20143,5.728019054756341,147476895628.23227,30002.556329333223,-5.375716022952624e+33,2.6878580114763116e+33,-2.687858011476313e+33
28915877.7352727,126285667850.59311,-76113260008.51054,5.749337579502292,147449307402.8951,30005.362983992316,-5.376721836188386e+33,2.688360918094193e+33,-2.688360918094193e+33
29021410.1357664,127879417425.38434,-73350559998.39581,5.770660023208572,147422691784.9961,30008.07143824881,-5.37769254681786e+33,2.68884627340893e+33,-2.68884627340893e+33
29126942.536260094,129414160094.8787,-70554014273.23256,5.791986245673377,147397061582.41553,30010.68030816209,-5.378627649240603e+33,2.6893138246203016e+33,-2.6893138246203016e+33
29232474.93675379,130889156540.66493,-67724896243.69755,5.8133161047247555,147372429141.7709,30013.188258321163,-5.379526655432542e+33,2.68976332771627e+33,-2.6897633277162714e+33
29338007.337247487,132303695508.45352,-64864496336.027596,5.834649456291019,147348806341.00882,30015.594002792375,-5.380389095309261e+33,2.69019454765463e+33,-2.690194547654631e+33
29443539.737741183,133657094236.27403,-61974121348.575676,5.855986154472596,147326204582.2542,30017.896306036382,-5.381214517077799e+33,2.6906072585388987e+33,-2.6906072585389e+33
29549072.13823488,134948698866.84781,-59055093796.0864,5.877326051615232,147304634784.92365,30020.093983793406,-5.382002487576454e+33,2.691001243788226e+33,-2.6910012437882273e+33
29654604.538728576,136177884843.7251,-56108751242.12162,5.89866899838452,147284107379.10977,30022.185903935515,-5.382752592602173e+33,2.6913762963010866e+33,-2.6913762963010866e+33
29760136.939222272,137344057290.78871,-53136445620.08304,5.920014843841713,147264632299.24384,30024.170987284826,-5.383464437225033e+33,2.6917322186125157e+33,-2.691732218612517e+33
29865669.33971597,138446651374.75446,-50139542543.25201,5.941363435521125,147246218978.0416,30026.048208396714,-5.38413764608942e+33,2.692068823044709e+33,-2.6920688230447104e+33
29971201.74020966,139485132650.16086,-47119420604.72116,5.962714619506222,147228876340.7423,30027.816596306573,-5.384771863701387e+33,2.6923859318506936e+33,-2.6923859318506936e+33
30076734.140703358,140458997386.95682,-44077470666.395386,5.984068240513736,147212612799.63782,30029.475235240105,-5.385366754702084e+33,2.692683377351042e+33,-2.692683377351042e+33
30182266.541197054,141367772879.48642,-41015095140.04109,6.005424141968218,147197436248.91257,30031.023265284646,-5.385922004126324e+33,2.6929610020631626e+33,-2.6929610020631614e+33
30287798.94169075,142211017737.54675,-37933707258.03894,6.026782166087295,147183354059.78296,30032.459883022293,-5.386437317646552e+33,2.6932186588232755e+33,-2.6932186588232767e+33
30393331.342184447,142988322158.48715,-34834730336.48982,6.048142153962583,147170373075.95328,30033.78434212285,-5.386912421801407e+33,2.693456210900703e+33,-2.693456210900703e+33
30498863.742678143,143699308180.39536,-31719597030.256012,6.069503945643056,147158499609.3874,30034.99595389624,-5.387347064208766e+33,2.6936735321043826e+33,-2.693673532104384e+33
30604396.14317184,144343629916.02103,-28589748580.74391,6.090867380219035,147147739436.40244,30036.094087803554,-5.387741013762887e+33,2.6938705068814436e+33,-2.6938705068814436e+33
30709928.543665536,144920973767.1988,-25446634056.971397,6.112232295906912,147138097794.08777,30037.078171926056,-5.388094060815402e+33,2.6940470304077004e+33,-2.6940470304077016e+33
30815460.944159232,145431058619.5451,-22291709590.49906,6.133598530134567,147129579377.0536,30037.94769339149,-5.388406017339873e+33,2.6942030086699365e+33,-2.6942030086699365e+33
30920993.34465293,145873636017.2223,-19126437604.809658,6.154965919627414,147122188334.5124,30038.702198757095,-5.388676717079689e+33,2.6943383585398446e+33,-2.6943383585398446e+33
31026525.745146625,146248490317.58374,-15952286039.737247,6.176334300494981,147115928267.69635,30039.341294348837,-5.388906015679074e+33,2.6944530078395366e+33,-2.694453007839538e+33
31132058.145640317,146555438825.53275,-12770727571.582436,6.197703508317724,147110802227.61362,30039.86464655633,-5.389093790797014e+33,2.6945468953985064e+33,-2.6945468953985075e+33
31237590.546134014,146794331907.47833,-9583238829.197939,6.219073378236211,147106812713.1451,30040.271982083144,-5.389239942203968e+33,2.6946199711019833e+33,-2.6946199711019845e+33
31343122.94662771,146965053084.67175,-6391299607.843549,6.2404437450346375,147103961669.486,30040.563088151957,-5.389344391861138e+33,2.694672195930568e+33,-2.6946721959305693e+33
31448655.347121406,147067519106.00922,-3196392079.049263,6.261814443234586,147102250486.92966,30040.73781266459,-5.389407083982318e+33,2.694703541991159e+33,-2.694703541991159e+33
31554187.747615103,147101680000.0,-3.602952031223965e-05,6.283185307179586,147101680000.0,30040.796064316317,-5.389427985078077e+33,2.6947139925390387e+33,-2.6947139925390387e+33
