Time Elapsed (s),Distance Between Both Masses (m),Distance of Star 1 from Barycenter (m),Distance of Star 2 from Barycenter (m),Scalar Velocity of Star 1 (m/s),Scalar Velocity of Star 2 (m/s),Kinetic Energy of Star 1 (J),Kinetic Energy of Star 2 (J),Total Kinetic Energy (J),Gravitational Potential Energy (J),Total Mechanical Energy (J),Acceleration of Star 1 (m/s^2),Acceleration of Star 2 (m/s^2),Relative Acceleration (m/s^2),Angular Velocity of Star 1 (rad/s),Angular Velocity of Star 2 (rad/s)
599790025.9273958,5093869181130.744,3399037163521.335,1694832017609.4097,6329.627508898652,3156.086516720837,3.9843831387198817e+37,1.9866979350498486e+37,5.971081073769731e+37,-1.0395772232718595e+38,-4.424691158948863e+37,1.0260633733972485e-05,5.116169590591946e-06,1.537680332456443e-05,1.8621824959222523e-09,1.8621824959222523e-09
609017564.7878174,5126725745081.756,3420961692393.966,1705764052687.7908,6294.215499760114,3138.429337935038,3.9399254439254642e+37,1.9645303855522057e+37,5.90445582947767e+37,-1.0329146988426535e+38,-4.424691158948863e+37,1.012953686038219e-05,5.050801909075e-06,1.5180338769457189e-05,1.839896516162233e-09,1.839896516162233e-09
618245103.6482388,5159557080895.694,3442869387034.6147,1716687693861.08,6259.0848641625735,3120.912457964241,3.896067454843668e+37,1.9426618620416283e+37,5.838729316885296e+37,-1.026342047583416e+38,-4.424691158948863e+37,1.0001034305980834e-05,4.9867278101268185e-06,1.4987762116107653e-05,1.8179849888390914e-09,1.8179849888390914e-09
627472642.5086603,5192355546184.787,3464755147830.565,1727600398354.2227,6224.238752013835,3103.5374474192827,3.8528071727839354e+37,1.9210913679286157e+37,5.773898540712551e+37,-1.0198589699661417e+38,-4.424691158948863e+37,9.875086620423558e-06,4.923927622968779e-06,1.4799014243392336e-05,1.7964440448010025e-09,1.7964440448010025e-09
636700181.3690817,5225113799884.589,3486614076236.137,1738499723648.4524,6189.679880534174,3086.3056611638185,3.8101420269860355e+37,1.8998176213775946e+37,5.709959648363631e+37,-1.0134650807312493e+38,-4.424691158948863e+37,9.751653309103408e-06,4.86238115613103e-06,1.4614034465234438e-05,1.7752695724833548e-09,1.7752695724833548e-09
645927720.2295033,5257824791878.284,3508441467849.1934,1749383324029.0913,6155.410562932291,3069.2182526127667,3.768068926266801e+37,1.8788390810590788e+37,5.64690800732588e+37,-1.0071599166274743e+38,-4.424691158948863e+37,9.630693027406512e-06,4.802067794312246e-06,1.4432760821718757e-05,1.7544572481369596e-09,1.7544572481369596e-09
655155259.0899247,5290481752847.126,3530232805638.539,1760248947208.5872,6121.432735589413,3052.2761872868746,3.726584307329578e+37,1.8581539702377865e+37,5.5847382775673645e+37,-1.0009429436516228e+38,-4.424691158948863e+37,9.512163757837165e-06,4.742966586697949e-06,1.4255130344535114e-05,1.7340025637437202e-09,1.7340025637437202e-09
664382797.9503462,5323078184357.556,3551983753329.256,1771094431028.3003,6087.747983800956,3035.480255648057,3.68568417989441e+37,1.837760299275503e+37,5.523444479169913e+37,-9.948135638118778e+37,-4.424691158948863e+37,9.396022971164894e-06,4.68505632731185e-06,1.4081079298476744e-05,1.7139008527544479e-09,1.7139008527544477e-09
673610336.8107677,5355607849193.2,3573690148951.435,1781917700241.7659,6054.357566127301,3018.8310852412137,3.6453641688061013e+37,1.8176558866270585e+37,5.46302005543316e+37,-9.887711214382024e+37,-4.424691158948863e+37,9.28222777269718e-06,4.628315627950536e-06,1.3910543400647715e-05,1.6941473137797702e-09,1.6941473137797704e-09
682837875.6711892,5388064761938.001,3595347998556.4883,1792716763381.5132,6021.262437406447,3002.32915216882,3.6056195532751154e+37,1.7978383784066698e+37,5.403457931681785e+37,-9.828149090630647e+37,-4.424691158948863e+37,9.170735034730671e-06,4.572722984226448e-06,1.3743458018957119e-05,1.6747370323606921e-09,1.674737032360692e-09
692065414.5316106,5420443179814.858,3616953470103.96,1803489709710.8992,5988.463270482148,2985.974791925042,3.5664453034033215e+37,1.7783052666004532e+37,5.344750570003775e+37,-9.769441728952636e+37,-4.424691158948863e+37,9.06150151618199e-06,4.518256835218345e-06,1.3579758351400336e-05,1.6556650009407018e-09,1.655665000940702e-09
701292953.3920321,5452737593782.646,3638502887520.7393,1814234706261.9077,5955.960476701347,2969.7682096161893,3.527836114142838e+37,1.7590539059990234e+37,5.286890020141861e+37,-9.711581179090725e+37,-4.424691158948863e+37,8.954483970346566e-06,4.464895617202135e-06,1.3419379587548702e-05,1.6369261371562945e-09,1.6369261371562945e-09
710520492.2524536,5484942719892.981,3659992724933.6074,1824949994959.3745,5923.7542252346275,2953.709489594303,3.4897864368319677e+37,1.7400815299219815e+37,5.229867966753949e+37,-9.654559125702813e+37,-4.424691158948863e+37,8.849639241681821e-06,4.412617811909035e-06,1.3262257053590855e-05,1.618515300557622e-09,1.618515300557622e-09
719748031.1128751,5517053490907.14,3681419601075.3735,1835633889831.7668,5891.84446127267,2937.7986045302932,3.4522905084472372e+37,1.7213852648035984e+37,5.173675773250835e+37,-9.598366932199699e+37,-4.424691158948863e+37,8.746924352458597e-06,4.361401989731799e-06,1.3108326342190396e-05,1.6004273078655887e-09,1.6004273078655887e-09
728975569.9732965,5549065048171.175,3702780273863.302,1846284774307.8735,5860.23092315218,2922.0354239532935,3.4153423787069374e+37,1.70296214370722e+37,5.118304522414158e+37,-9.54299568136302e+37,-4.424691158948863e+37,8.64629658007796e-06,4.311226848276526e-06,1.2957523428354487e-05,1.5826569468670899e-09,1.58265694686709e-09
738203108.8337181,5580972733749.953,3724071635150.312,1856901098599.6416,5828.913158460153,2906.4197222805824,3.3789359351521133e+37,1.6848091188311737e+37,5.063745053983287e+37,-9.488436212932151e+37,-4.424691158948863e+37,8.547713525789902e-06,4.262071246627254e-06,1.2809784772417154e-05,1.5651989890427779e-09,1.5651989890427777e-09
747430647.6941395,5612772082814.123,3745290705644.9546,1867481377169.169,5797.890539169937,2890.9511863647544,3.3430649263323188e+37,1.666923073069687e+37,5.009987999402006e+37,-9.434679158350868e+37,-4.424691158948863e+37,8.451133175521395e-06,4.2139142356761225e-06,1.2665047411197518e-05,1.5480482010198234e-09,1.5480482010198234e-09
756658186.5545609,5644458816279.147,3766434629999.5854,1878024186279.5627,5767.162275855463,2875.629422581227,3.3077229832112083e+37,1.6493008306861601e+37,4.957023813897368e+37,-9.381714972846232e+37,-4.424691158948863e+37,8.356513953456966e-06,4.166735084839786e-06,1.2523249038296751e-05,1.5311993549337395e-09,1.5311993549337393e-09
765885725.4149824,5676028833691.529,3787500672063.485,1888528161628.045,5736.727431031882,2860.4539634801736,3.272903638905491e+37,1.6319391671554326e+37,4.904842806060924e+37,-9.329533965009784e+37,-4.424691158948863e+37,8.263814768981794e-06,4.120513305466229e-06,1.2384328074448022e-05,1.514647237780272e-09,1.514647237780272e-09
775113264.2754039,5707478206357.924,3808486210298.0527,1898991996059.8716,5706.584931668186,2845.424274025576,3.2386003468639512e+37,1.6148348182282274e+37,4.853435165092178e+37,-9.27812632404104e+37,-4.424691158948863e+37,8.172995057552037e-06,4.075228671213588e-06,1.2248223728765625e-05,1.498386659832907e-09,1.498386659832907e-09
784340803.1358254,5738803170712.355,3829388733350.885,1909414437361.4714,5676.733580915871,2830.5397574433864,3.204806497588009e+37,1.5979844882683757e+37,4.802790985856384e+37,-9.227482144805247e+37,-4.424691158948863e+37,8.084014816017448e-06,4.030861235662748e-06,1.2114876051680197e-05,1.4824124621969308e-09,1.482412462196931e-09
793568341.9962468,5770000121916.303,3850205835785.235,1919794286131.0686,5647.172069096029,2815.799760699925,3.171515433989945e+37,1.5813848579107543e+37,4.752900291900699e+37,-9.177591450849563e+37,-4.424691158948863e+37,7.996834632883895e-06,3.987391347406885e-06,1.198422598029078e-05,1.4667195235665394e-09,1.4667195235665391e-09
802795880.8566684,5801065607686.275,3870935213961.2837,1930130393724.9922,5617.898983985514,2801.2035796307814,3.138720465479701e+37,1.5650325910852659e+37,4.703753056564966e+37,-9.12844421551383e+37,-4.424691158948863e+37,7.911415713967284e-06,3.944799662843051e-06,1.1856215376810336e-05,1.4513027662471499e-09,1.4513027662471497e-09
812023419.7170898,5831996322343.155,3891574662065.3813,1940421660277.7747,5588.912820441147,2786.7504637396446,3.1064148808661716e+37,1.5489243414496905e+37,4.655339222315862e+37,-9.080030381264726e+37,-4.424691158948863e+37,7.827719903857213e-06,3.903067156874404e-06,1.1730787060731616e-05,1.4361571615010297e-09,1.43615716150103e-09
821250958.5775113,5862789101077.537,3912122068283.4224,1950667032794.1155,5560.211989399186,2772.4396206856304,3.074591960153963e+37,1.5330567582718054e+37,4.607648718425768e+37,-9.03233987737463e+37,-4.424691158948863e+37,7.745709703576609e-06,3.862175131715687e-06,1.1607884835292295e-05,1.4212777342704236e-09,1.4212777342704236e-09
830478497.4379327,5893440914424.926,3932575411114.2573,1960865503310.669,5531.794826285725,2758.2702204768884,3.043244985312085e+37,1.5174264917988813e+37,4.560671477110966e+37,-8.985362636059828e+37,-4.424691158948863e+37,7.665348284794737e-06,3.822105223980128e-06,1.1487453508774866e-05,1.406659567328766e-09,1.406659567328766e-09
839706036.2983543,5923948862945.796,3952932755819.803,1971016107125.9937,5503.659598871019,2744.241399386928,3.0123672500853755e+37,1.5020301981498651e+37,4.514397448235241e+37,-8.939088607184105e+37,-4.424691158948863e+37,7.586599500919899e-06,3.7828394102104983e-06,1.1369438911130397e-05,1.3922978049065266e-09,1.3922978049065266e-09
848933575.1587757,5954310172101.963,3973192251006.1445,1981117921095.8188,5475.804514602212,2730.35226361088,2.981952068918621e+37,1.4868645437651384e+37,4.46881661268376e+37,-8.893507771632626e+37,-4.424691158948863e+37,7.509427895381428e-06,3.744360011008689e-06,1.1253787906390118e-05,1.3781876558365774e-09,1.3781876558365774e-09
858161114.0191972,5984522187326.551,3993352125333.826,1991170061992.725,5448.22772744206,2716.601892675422,2.9519927850533097e+37,1.4719262094437286e+37,4.423918994497038e+37,-8.848610153445903e+37,-4.424691158948863e+37,7.433798707371072e-06,3.706649693898486e-06,1.1140448401269557e-05,1.3643243962580968e-09,1.3643243962580968e-09
867388652.8796186,6014582369278.991,4013410684351.6055,2001171684927.3862,5420.9273442450485,2702.9893426180497,2.9224827778589964e+37,1.4572118939988826e+37,4.379694671857879e+37,-8.804385830806743e+37,-4.424691158948863e+37,7.359677875306621e-06,3.6696914750526116e-06,1.1029369350359232e-05,1.350703371917902e-09,1.3507033719179018e-09
876616191.7400402,6044488289280.086,4033366307450.3623,2011121981829.7244,5393.901430697567,2689.513648948975,2.8934154694538807e+37,1.4427183175592305e+37,4.336133787013111e+37,-8.760824945961975e+37,-4.424691158948863e+37,7.287032038250401e-06,3.633468720000012e-06,1.0920500758250413e-05,1.3373200001036475e-09,1.3373200001036477e-09
885843730.6004616,6074237624921.015,4053217444933.076,2021020179987.939,5367.148016848433,2676.1738294087577,2.8647843306668887e+37,1.4284422245416e+37,4.293226555208489e+37,-8.717917714157353e+37,-4.424691158948863e+37,7.215828535498871e-06,3.597965143421222e-06,1.0813793678920093e-05,1.3241697712413384e-09,1.3241697712413384e-09
895071269.460883,6103828155840.427,4072962615196.9663,2030865540643.461,5340.665102254536,2662.9688865340368,2.8365828863900034e+37,1.4143803863198089e+37,4.2509632727098123e+37,-8.675654431658676e+37,-4.424691158948863e+37,7.146035404541045e-06,3.563164808130393e-06,1.0709200212671437e-05,1.3112482501871096e-09,1.3112482501871098e-09
904298808.3213046,6133257759663.883,4092600402023.96,2040657357639.9238,5314.450660764973,2649.897810043001,2.808804720366388e+37,1.4005296036121195e+37,4.2093343239785076e+37,-8.63402548292737e+37,-4.424691158948863e+37,7.0776213775666165e-06,3.5290521233341688e-06,1.0606673500900784e-05,1.2985510772409536e-09,1.2985510772409536e-09
913526347.181726,6162524408099.967,4112129451975.706,2050394956124.2615,5288.502644965848,2636.95957905166,2.781443479456881e+37,1.386886708608608e+37,4.168330188065489e+37,-8.593021347014352e+37,-4.424691158948863e+37,7.0105558766892585e-06,3.495611842249921e-06,1.050616771893918e-05,1.2860739689079934e-09,1.2860739689079934e-09
922753886.0421475,6191626163187.52,4131548471889.431,2060077691298.0894,5262.818990306622,2624.153164131329,2.7544928774245986e+37,1.373448566858242e+37,4.1279414442828405e+37,-8.552632603231704e+37,-4.424691158948863e+37,6.944809008036192e-06,3.4628290591586825e-06,1.0407638067194874e-05,1.2738127184309278e-09,1.2738127184309278e-09
931981424.9025689,6220561173688.613,4150856226471.0405,2069704947217.5732,5237.397618927721,2611.477529217156,2.7279466982746633e+37,1.3602120789341452e+37,4.0881587772088084e+37,-8.51284993615767e+37,-4.424691158948863e+37,6.880351554841791e-06,3.4306892059614745e-06,1.0311040760803265e-05,1.261763196115427e-09,1.2617631961154269e-09
941208963.7629905,6249327671621.948,4170051535981.9263,2079276135640.0227,5212.236443208034,2598.9316333769816,2.701798799183645e+37,1.347174181894277e+37,4.048972981077922e+37,-8.473664140026787e+37,-4.424691158948863e+37,6.817154969670874e-06,3.3991780483016716e-06,1.0216333017972546e-05,1.2499213494685751e-09,1.2499213494685753e-09
950436502.6234119,6277923968931.517,4189133274016.0293,2088790694915.488,5187.3333690498675,2586.514432449282,2.676043113050913e+37,1.3343318505535889e+37,4.0103749636045015e+37,-8.435066122553365e+37,-4.424691158948863e+37,6.755191365886041e-06,3.3682816813104375e-06,1.012347304719648e-05,1.2382832031688708e-09,1.2382832031688708e-09
959664041.4838334,6306348454285.563,4208100365363.8535,2098248088921.7107,5162.686298917807,2574.2248805584154,2.650673650701796e+37,1.3216820985825702e+37,3.972355749284366e+37,-8.39704690823323e+37,-4.424691158948863e+37,6.694433508462888e-06,3.337986525026995e-06,1.0032420033489884e-05,1.2268448588847798e-09,1.22684485888478e-09
968891580.3442549,6334599590000.917,4226951783960.1304,2107647806040.787,5138.293134647166,2562.0619315149697,2.6256845027705605e+37,1.3092219794461386e+37,3.934906482216699e+37,-8.359597641165561e+37,-4.424691158948863e+37,6.634854804247632e-06,3.3082793195408727e-06,9.943134123788505e-06,1.2156024949575417e-09,1.2156024949575417e-09
978119119.2046764,6362675909088.003,4245686550912.0186,2116989358175.985,5114.151780036583,2550.024540108489,2.601069841289046e+37,1.2969485871957665e+37,3.898018428484813e+37,-8.322709587433675e+37,-4.424691158948863e+37,6.576429291742633e-06,3.2791471198987456e-06,9.855576411641379e-06,1.2045523659625812e-09,1.2045523659625812e-09
987346658.0650978,6390576012411.93,4264303732604.749,2126272279807.1812,5090.260143238624,2538.111663299479,2.576823921005155e+37,1.2848590571269123e+37,3.8616829781320673e+37,-8.286374137080931e+37,-4.424691158948863e+37,6.519131630497395e-06,3.2505772908145694e-06,9.769708921311964e-06,1.1936908021627622e-09,1.193690802162762e-09
996574196.9255193,6418298565965.235,4282802438881.7876,2135496127083.4485,5066.616138961315,2526.322261317136,2.5529410804535557e+37,1.272950566312891e+37,3.825891646766447e+37,-8.250582805715309e+37,-4.424691158948863e+37,6.462937090175106e-06,3.222557501217921e-06,9.685494591393028e-06,1.1830142088655803e-09,1.18301420886558e-09
1005801735.7859408,6445842298247.962,4301181821296.608,2144660476951.3545,5043.217690492834,2514.655298668901,2.529415742799452e+37,1.2612203340255982e+37,3.7906360768250503e+37,-8.215327235773914e+37,-4.424691158948863e+37,6.407821539358078e-06,3.1950757186721528e-06,9.602897258030231e-06,1.1725190656954224e-09,1.1725190656954224e-09
1015029274.6463623,6473205997750.932,4319441071433.334,2153764926317.5986,5020.062731560803,2503.1097450675447,2.5062424164747274e+37,1.249665622052703e+37,3.7559080385274304e+37,-8.180599197476293e+37,-4.424691158948863e+37,6.353761434149088e-06,3.1681202036907832e-06,9.521881637839871e-06,1.162201925791056e-09,1.162201925791056e-09
1024256813.5067837,6500388510538.19,4337579419293.5503,2162809091244.6406,4997.149208036963,2491.684576281153,2.4834156956243825e+37,1.2382837349202553e+37,3.721699430544638e+37,-8.146390589493502e+37,-4.424691158948863e+37,6.300733806620019e-06,3.1416795039777435e-06,9.442413310597763e-06,1.15205941493766e-09,1.1520594149376602e-09
1033484352.3672051,6527388737924.77,4355596131746.7227,2171792606178.0476,4974.475079497337,2480.378774911056,2.4609302603799063e+37,1.227072020028988e+37,3.6880022804088944e+37,-8.112693439357759e+37,-4.424691158948863e+37,6.248716253153876e-06,3.1157424486144545e-06,9.36445870176833e-06,1.1420882306419043e-09,1.142088230641904e-09
1042711891.2276267,6554205634245.978,4373490511041.6875,2180715123204.2908,4952.038320647387,2469.191331102445,2.438780876974981e+37,1.2160278677120175e+37,3.654808744686999e+37,-8.079499903635862e+37,-4.424691158948863e+37,6.197686922721578e-06,3.090298142214394e-06,9.287985064935972e-06,1.1322851411578573e-09,1.1322851411578575e-09
1051939430.0880481,6580838204714.669,4391261893376.8516,2189576311337.8184,4929.8369226210725,2458.1212431921067,2.4169623977177993e+37,1.2051487112210339e+37,3.622111108938833e+37,-8.046802267887697e+37,-4.424691158948863e+37,6.147624505130407e-06,3.0653359590635196e-06,9.212960464193927e-06,1.1226469844708033e-09,1.1226469844708033e-09
1061166968.9484696,6607285503362.987,4408909647526.758,2198375855836.23,4907.868894162177,2447.1675182974604,2.3954697608332097e+37,1.1944320266475945e+37,3.589901787480804e+37,-8.014592946429668e+37,-4.424691158948863e+37,6.0985082192771394e-06,3.040845537263031e-06,9.13935375654017e-06,1.1131706672454305e-09,1.1131706672454305e-09
1070394507.808891,6633546631065.216,4426433173522.775,2207113457542.4414,4886.132262695766,2436.3291728508098,2.3742979901869385e+37,1.183875332785616e+37,3.5581733229725546e+37,-7.982864481921419e+37,-4.424691158948863e+37,6.05031780143519e-06,3.016816772889093e-06,9.067134574324283e-06,1.1038531637442838e-09,1.1038531637442842e-09
1079622046.6693125,6659620733638.558,4443831901385.783,2215788832252.7754,4864.625075297118,2425.6052330824687,2.3534421949031837e+37,1.173476190940695e+37,3.5269183858438785e+37,-7.951609544792742e+37,-4.424691158948863e+37,6.0030334936017096e-06,2.9932398141824515e-06,8.996273307784162e-06,1.0946915147218133e-09,1.0946915147218133e-09
1088849585.5297341,6685507000018.693,4461105289908.761,2224401710109.9336,4843.345399565038,2414.9947354562196,2.3328975688860634e+37,1.1632322046914964e+37,3.49612977357756e+37,-7.920820932526423e+37,-4.424691158948863e+37,5.956636031927699e-06,2.970105055779442e-06,8.92674108770714e-06,1.0856828262988822e-09,1.0856828262988822e-09
1098077124.3901556,6711204660507.167,4478252825487.302,2232951835019.8657,4822.291324406042,2404.49672706032,2.3126593902545847e+37,1.1531410196080142e+37,3.465800409862599e+37,-7.890491568811463e+37,-4.424691158948863e+37,5.911106635251277e-06,2.9474031329944322e-06,8.85850976824571e-06,1.076824268822139e-09,1.0768242688221389e-09
1107304663.250577,6736712985087.709,4495274020996.132,2241438964091.578,4801.460960735453,2394.110265957086,2.2927230207000557e+37,1.1432003229311633e+37,3.435923343631219e+37,-7.860614502580081e+37,-4.424691158948863e+37,5.866426993751864e-06,2.925124916162561e-06,8.791551909914425e-06,1.068113075712228e-09,1.0681130757122282e-09
1116532202.1109984,6762031281808.729,4512168414709.772,2249862867098.9565,4780.852442101119,2383.8344214938897,2.273083904774194e+37,1.1334078432178171e+37,3.406491747992011e+37,-7.831182906940873e+37,-4.424691158948863e+37,5.822579257740729e-06,2.903261505050466e-06,8.725840762791195e-06,1.0595465423044561e-09,1.0595465423044561e-09
1125759740.97142,6787158895229.36,4528935569265.628,2258223325963.7334,4760.463925235047,2373.6682745782173,2.2537375691155218e+37,1.1237613499550696e+37,3.3774989190705916e+37,-7.802190078019455e+37,-4.424691158948863e+37,5.779546026601203e-06,2.881804223341638e-06,8.661350249942841e-06,1.0511220246851428e-09,1.051122024685143e-09
1134987279.8318415,6812095204926.455,4545575070667.721,2266520134258.7354,4740.293590537992,2363.6109179192945,2.2346796216210837e+37,1.114258653147239e+37,3.3489382747683224e+37,-7.773629433717187e+37,-4.424691158948863e+37,5.73731033789015e-06,2.860744613202183e-06,8.598054951092333e-06,1.0428369385266072e-09,1.0428369385266072e-09
1144214818.692263,6836839624060.118,4562086527329.511,2274753096730.6084,4720.339642501615,2353.6614562385844,2.215905750569913e+37,1.104897602878806e+37,3.3208033534487194e+37,-7.745494512397583e+37,-4.424691158948863e+37,5.695855656610429e-06,2.8400744299318485e-06,8.535930086542277e-06,1.0346887579233928e-09,1.0346887579233928e-09
1153442357.5526843,6861391597995.426,4578469569154.191,2282922028841.235,4700.600310072628,2343.8190064513556,2.197411723704209e+37,1.0956760888562726e+37,3.2930878125604815e+37,-7.717778971509345e+37,-4.424691158948863e+37,5.655165864662613e-06,2.8197856367044215e-06,8.474951501367035e-06,1.0266750142321026e-09,1.0266750142321026e-09
1162669896.413106,6885750602978.031,4594723846650.948,2291026756327.0835,4681.073846963012,2334.0826978213663,2.1791933872737127e+37,1.0865920399316655e+37,3.2657854272053784e+37,-7.690476586154242e+37,-4.424691158948863e+37,5.6152252504829205e-06,2.799870399400985e-06,8.415095649883906e-06,1.0187932949169522e-09,1.018793294916952e-09
1171897435.2735274,6909916144861.551,4610849030085.77,2299067114775.782,4661.75853191012,2324.4516720905563,2.1612466650482693e+37,1.07764342361018e+37,3.2388900886584493e+37,-7.663581247607313e+37,-4.424691158948863e+37,5.576018498872869e-06,2.7803210815387655e-06,8.356339580411634e-06,1.0110412424028993e-09,1.0110412424028995e-09
1181124974.1339488,6933887757884.581,4626844808665.372,2307042949219.2095,4642.652668890301,2314.925083585563,2.143567557303249e+37,1.0688282455442874e+37,3.2123958028475365e+37,-7.637086961796398e+37,-4.424691158948863e+37,5.537530681025269e-06,2.7611302392978844e-06,8.298660920323154e-06,1.0034165529380462e-09,1.003416552938046e-09
1190352512.9943702,6957665003495.409,4642710889752.959,2314954113742.4507,4623.754587289338,2305.5020993027056,2.1261521397820057e+37,1.0601445490163974e+37,3.186296688798403e+37,-7.610987847747266e+37,-4.424691158948863e+37,5.49974724474996e-06,2.742290616647699e-06,8.242037861397658e-06,9.959169754667558e-10,9.959169754667558e-10
1199580051.8547916,6981247469222.457,4658446998114.483,2322800471107.974,4605.062642032895,2296.181898973033,2.108996562639323e+37,1.0515904144120366e+37,3.1605869770513596e+37,-7.585278136000224e+37,-4.424691158948863e+37,5.462654004901912e-06,2.7237951405740544e-06,8.186449145475966e-06,9.885403105148142e-10,9.885403105148142e-10
1208807590.7152133,7004634767588.631,4674052875194.221,2330581892394.411,4586.575213679897,2286.9636751088783,2.0920970493693712e+37,1.0431639586853043e+37,3.1352610080546754e+37,-7.559952167003538e+37,-4.424691158948863e+37,5.426237134013464e-06,2.7056369164083174e-06,8.13187405042178e-06,9.81284409087758e-10,9.812844090877579e-10
1218035129.5756347,7027826535067.825,4689528278418.461,2338298256649.365,4568.290708481554,2277.8466330332944,2.0754498957214308e+37,1.0348633348182315e+37,3.1103132305396625e+37,-7.535004389488526e+37,-4.424691158948863e+37,5.390483153131682e-06,2.68780922325869e-06,8.078292376390371e-06,9.741471715833658e-10,9.741471715833658e-10
1227262668.4360561,7050822431081.874,4704872980526.196,2345949450555.679,4550.207558408651,2268.829990893659,2.0590514686063917e+37,1.0266867312755361e+37,3.085738199881928e+37,-7.510429358830791e+37,-4.424691158948863e+37,5.355378922861273e-06,2.670305509544014e-06,8.025684432405288e-06,9.671265467191745e-10,9.671265467191747e-10
1236490207.2964776,7073622137036.318,4720086768925.707,2353535368110.612,4532.324221149469,2259.9129796606403,2.0428982049967238e+37,1.0186323714561255e+37,3.0615305764528493e+37,-7.486221735401713e+37,-4.424691158948863e+37,5.320911634612845e-06,2.65311938862997e-06,7.974031023242814e-06,9.602205304757621e-10,9.602205304757623e-10
1245717746.1568992,7096225355393.452,4735169445076.026,2361055910317.427,4514.639180080596,2251.0948431136385,2.026986610822404e+37,1.0106985131425823e+37,3.0376851239649865e+37,-7.462376282913849e+37,-4.424691158948863e+37,5.287068802055787e-06,2.6362446345673e-06,7.923313436623087e-06,9.534271650564155e-10,9.534271650564155e-10
1254945285.0173206,7118631808781.14,4750120823892.267,2368510984888.874,4497.150944212706,2242.374837813756,2.0113132598650552e+37,1.0028834479497607e+37,3.014196707814816e+37,-7.438887866763678e+37,-4.424691158948863e+37,5.2538382527746225e-06,2.6196751779314924e-06,7.873513430706115e-06,9.467445378637177e-10,9.467445378637177e-10
1264172823.877742,7140841239135.976,4764940733173.872,2375900505962.104,4479.858048113291,2233.7522330652637,1.9958747926523576e+37,9.951855007735122e+36,2.9910602934258697e+37,-7.415751452374733e+37,-4.424691158948863e+37,5.221208120127266e-06,2.6034051017631315e-06,7.824613221890398e-06,9.401707804934877e-10,9.401707804934877e-10
1273400362.7381635,7162853406879.403,4779629013054.858,2383224393824.546,4462.759051808156,2225.2263108664883,1.9806679153545907e+37,9.876030292404815e+36,2.968270944595072e+37,-7.392962103543936e+37,-4.424691158948863e+37,5.189166835303296e-06,2.587428637607986e-06,7.776595472911282e-06,9.33704067746426e-10,9.337040677464258e-10
1282627901.5985851,7184668090125.499,4794185515475.179,2390482574650.321,4445.852540663384,2216.796365850958,1.965689398684979e+37,9.801344231597953e+36,2.9458238218447746e+37,-7.370514980793637e+37,-4.424691158948863e+37,5.157703119579965e-06,2.5717401616556905e-06,7.729443281235655e-06,9.273426166577392e-10,9.273426166577392e-10
1291855440.4590065,7206285083919.118,4808610103672.359,2397674980246.7593,4429.137125249386,2208.4617052196113,1.9509360768053953e+37,9.727781039774207e+36,2.923714180782816e+37,-7.348405339731679e+37,-4.424691158948863e+37,5.126805976773538e-06,2.5563341909758253e-06,7.683140167749363e-06,9.210846855449629e-10,9.210846855449629e-10
1301082979.319428,7227704199503.249,4822902651692.617,2404801547810.633,4412.611441188492,2200.221648664806,1.9364048462387586e+37,9.655325242338659e+36,2.9019373704726245e+37,-7.326628529421488e+37,-4.424691158948863e+37,5.096464685883159e-06,2.541205379849988e-06,7.637670065733146e-06,9.14928573074115e-10,9.149285730741151e-10
1310310518.1798494,7248925263614.342,4837063043920.645,2411862219693.698,4396.274148987508,2192.0755282868267,1.922092664789403e+37,9.583961670258515e+36,2.8804888318152544e+37,-7.305179990764118e+37,-4.424691158948863e+37,5.06666879392442e-06,2.5263485161984637e-06,7.593017310122884e-06,9.088726173442928e-10,9.088726173442926e-10
1319538057.040271,7269948117804.569,4851091174627.372,2418856943177.198,4380.123933856504,2184.0226885035313,1.9079965504724888e+37,9.513675454724945e+36,2.8593640959449833e+37,-7.284055254893846e+37,-4.424691158948863e+37,5.037408108949476e-06,2.5117585180999015e-06,7.549166627049378e-06,9.029151949907343e-10,9.029151949907343e-10
1328765595.9006925,7290772617789.8955,4864986947534.944,2425785670254.952,4364.159505515058,2176.0624859537356,1.8941135804534761e+37,9.44445202186504e+36,2.83855878263998e+37,-7.263249941588844e+37,-4.424691158948863e+37,5.0086726932505455e-06,2.4974304304024402e-06,7.506103123652986e-06,8.970547203063614e-10,8.970547203063615e-10
1337993134.761114,7311398632822.957,4878750275398.257,2432648357424.701,4348.379597987093,2168.194289394918,1.8804408899985342e+37,9.376277087508362e+36,2.8180685987493705e+37,-7.242759757698234e+37,-4.424691158948863e+37,4.980452856743436e-06,2.4833594214245912e-06,7.463812278168027e-06,8.912896443817532e-10,8.912896443817532e-10
1347220673.6215353,7331826045089.782,4892381079602.399,2439444965487.3833,4332.782969385313,2160.417479595735,1.8669756714366534e+37,9.30913665201179e+36,2.7978893366378323e+37,-7.222580495586695e+37,-4.424691158948863e+37,4.952739150527659e-06,2.469540779744175e-06,7.422279930271834e-06,8.856184542634678e-10,8.856184542634679e-10
