Time Elapsed (s),Distance Between Both Masses (m),Distance of Star 1 from Barycenter (m),Distance of Star 2 from Barycenter (m),Scalar Velocity of Star 1 (m/s),Scalar Velocity of Star 2 (m/s),Kinetic Energy of Star 1 (J),Kinetic Energy of Star 2 (J),Total Kinetic Energy (J),Gravitational Potential Energy (J),Total Mechanical Energy (J),Acceleration of Star 1 (m/s^2),Acceleration of Star 2 (m/s^2),Relative Acceleration (m/s^2),Angular Velocity of Star 1 (rad/s),Angular Velocity of Star 2 (rad/s)
1356448212.4819567,7352054749129.371,4905879289775.354,2446175459354.018,4317.368401686281,2152.731449223869,1.8537151731341813e+37,9.24301699514637e+36,2.778016872648818e+37,-7.202708031597681e+37,-4.424691158948863e+37,4.92552236061967e-06,2.4559699110735835e-06,7.381492271693253e-06,8.800396721306159e-10,8.800396721306159e-10
1365675751.3423784,7372084651275.263,4919244843415.36,2452839807859.903,4302.134700497009,2145.1356027296447,1.8406566984823777e+37,9.17790467104901e+36,2.7584471655872786e+37,-7.183138324536142e+37,-4.424691158948863e+37,4.898793501855658e-06,2.44264233521958e-06,7.341435837075238e-06,8.745518544895399e-10,8.745518544895399e-10
1374903290.2027998,7391915669118.228,4932477685532.388,2459437983585.841,4287.08069481391,2137.629356225838,1.8277976048984962e+37,9.113786503241689e+36,2.739176255222665e+37,-7.163867414171528e+37,-4.424691158948863e+37,4.872543811960267e-06,2.429553683125839e-06,7.302097495086106e-06,8.691535913864319e-10,8.69153591386432e-10
1384130829.0632212,7411547730989.233,4945577768303.121,2465969962686.114,4272.2052367749175,2130.212137364079,1.815135302840883e+37,9.050649579720521e+36,2.720200260812935e+37,-7.144891419761798e+37,-4.424691158948863e+37,4.846764745777675e-06,2.4166996939964387e-06,7.263464439774113e-06,8.638435056377155e-10,8.638435056377155e-10
1393358367.9236426,7430980775461.88,4958545050738.95,2472435724722.9307,4257.507201405527,2122.883385208221,1.802667254838481e+37,8.988481248116671e+36,2.701515379650148e+37,-7.126206538599011e+37,-4.424691158948863e+37,4.821447969661389e-06,2.4040762124984963e-06,7.225524182159885e-06,8.586202520779859e-10,8.586202520779862e-10
1402585906.7840643,7450214750873.6045,4971379498366.4795,2478835252507.1265,4242.98548635938,2115.6425501049903,1.7903909745350335e+37,8.927269110930512e+36,2.6831178856280846e+37,-7.107809044576948e+37,-4.424691158948863e+37,4.796585356019063e-06,2.391679186042095e-06,7.188264542061158e-06,8.534825168252718e-10,8.534825168252717e-10
1411813445.6444857,7469249614864.821,4984081082920.003,2485168531944.8193,4228.63901165412,2108.48909355228,1.7783040257483272e+37,8.86700102084087e+36,2.665004127832414e+37,-7.089695286781278e+37,-4.424691158948863e+37,4.772168978008821e-06,2.379504662135759e-06,7.15167364014458e-06,8.484290165634113e-10,8.484290165634114e-10
1421040984.5049071,7488085333935.387,4996649782045.544,2491435551889.8438,4214.4667194030335,2101.4224880653383,1.766404021544651e+37,8.807665076090026e+36,2.6471705291536534e+37,-7.071861688102517e+37,-4.424691158948863e+37,4.748191104383371e-06,2.367548785815624e-06,7.115739890198995e-06,8.434584978412679e-10,8.43458497841268e-10
1430268523.3653286,7506721883017.677,5009085579015.978,2497636304001.6997,4200.467573543063,2094.442217041151,1.754688623328662e+37,8.749249615945619e+36,2.629613584923224e+37,-7.054304743872086e+37,-4.424691158948863e+37,4.724644194478387e-06,2.3558077971465305e-06,7.0804519916249174e-06,8.385697363885395e-10,8.385697363885393e-10
1439496062.2257502,7525159245065.603,5021388462456.79,2503770782608.813,4186.640559559723,2087.5477746212814,1.7431555399488327e+37,8.691743216240233e+36,2.6123298615728557e+37,-7.037021020521719e+37,-4.424691158948863e+37,4.701520893341621e-06,2.3442780287933023e-06,7.0457989221349235e-06,8.337615364478984e-10,8.337615364478986e-10
1448723601.0861716,7543397410659.016,5033558426082.104,2509838984576.9126,4172.984684209354,2080.7386655533733,1.7318025268185289e+37,8.635134684988857e+36,2.5953159953174146e+37,-7.020007154266277e+37,-4.424691158948863e+37,4.6788140269991675e-06,2.332955903660402e-06,7.01176993065957e-06,8.290327301231742e-10,8.290327301231743e-10
1457951139.946593,7561436377622.827,5045595468440.525,2515840909182.3027,4159.498975239178,2074.0144050515732,1.7206273850528186e+37,8.579413058084876e+36,2.5785686908613064e+37,-7.003259849810171e+37,-4.424691158948863e+37,4.6565165978554925e-06,2.321837932598289e-06,6.978354530453782e-06,8.243821767433095e-10,8.243821767433094e-10
1467178678.8070145,7579276150660.344,5057499592670.478,2521776557989.867,4146.182481105582,2067.374518656055,1.7096279606210393e+37,8.524567595074575e+36,2.5620847201284965e+37,-6.986775879077361e+37,-4.424691158948863e+37,4.634621780223742e-06,2.3109207121747365e-06,6.945542492398478e-06,8.198087622417981e-10,8.198087622417981e-10
1476406217.6674361,7596916741000.201,5069270806264.6045,2527645934735.5977,4133.034270690984,2060.8185420918444,1.698802143515127e+37,8.470587775010247e+36,2.5458609210161516e+37,-6.970552079965016e+37,-4.424691158948863e+37,4.6131229159830175e-06,2.3002009225094566e-06,6.913323838492474e-06,8.153113985513224e-10,8.153113985513223e-10
1485633756.5278575,7614358166056.455,5080909120842.958,2533449045213.498,4120.053433019634,2054.3460211271126,1.688147866933672e+37,8.417463292381735e+36,2.5298941961718453e+37,-6.954585355120709e+37,-4.424691158948863e+37,4.592013510359233e-06,2.289675325170347e-06,6.88168883552958e-06,8.108890230132848e-10,8.108890230132848e-10
1494861295.388279,7631600449101.23,5092414551934.5625,2539185897166.6694,4107.23907697272,2047.9565114311206,1.6776631064816955e+37,8.365184053126329e+36,2.5141815117943283e+37,-6.938872670743192e+37,-4.424691158948863e+37,4.571287227826396e-06,2.279340761129782e-06,6.850627988956178e-06,8.065405978019634e-10,8.065405978019635e-10
1504088834.2487004,7648643618949.519,5103787118767.085,2544856500182.4346,4094.590331003036,2041.6495784319475,1.6673458793860463e+37,8.313740170716585e+36,2.498719896457705e+37,-6.923411055406568e+37,-4.424691158948863e+37,4.550937888125038e-06,2.2691941487793183e-06,6.820132036904357e-06,8.022651093629785e-10,8.022651093629785e-10
1513316373.1091218,7665487709655.635,5115026844064.291,2550460865591.3447,4082.106342849508,2035.4247971741468,1.6571942437263359e+37,8.2631219623256e+36,2.483506439958896e+37,-6.90819759890776e+37,-4.424691158948863e+37,4.5309594623946945e-06,2.2592324820012652e-06,6.790191944395959e-06,7.980615678657815e-10,7.980615678657815e-10
1522543911.9695435,7682132760220.873,5126133753850.965,2555999006369.909,4069.786279251864,2029.2817521764748,1.6472062976813405e+37,8.213319945069407e+36,2.468538292188281e+37,-6.893229451137143e+37,-4.424691158948863e+37,4.511346069417367e-06,2.249452828295598e-06,6.760798897712965e-06,7.939290066698848e-10,7.939290066698849e-10
1531771450.8299649,7698578814311.962,5137107877265.042,2561470937046.921,4057.629325665645,2023.220037289789,1.6373801787907075e+37,8.16432483232569e+36,2.4538126620232767e+37,-6.87850382097214e+37,-4.424691158948863e+37,4.4920919719689595e-06,2.239852326960707e-06,6.731944298929666e-06,7.89866481804524e-10,7.898664818045241e-10
1540998989.6903863,7714825919989.888,5147949246376.658,2566876673613.23,4045.6346859778346,2017.2392555552553,1.6277140632318844e+37,8.116127530128399e+36,2.4393268162447244e+37,-6.864017975193588e+37,-4.424691158948863e+37,4.47319157327576e-06,2.2304281873265195e-06,6.7036197606022796e-06,7.858730714614798e-10,7.858730714614798e-10
1550226528.5508077,7730874129448.692,5158657896013.857,2572216233434.8364,4033.8015822232724,2011.3390190629452,1.6182061651120865e+37,8.068719133637353e+36,2.425078078475822e+37,-6.849769237424686e+37,-4.424691158948863e+37,4.454639413573092e-06,2.2211776870385756e-06,6.675817100611667e-06,7.819478755007631e-10,7.819478755007631e-10
1559454067.4112294,7746723498763.8955,5169233863594.711,2577489635169.1855,4022.1292543020554,2005.518948810927,1.608854735775169e+37,8.022090923682153e+36,2.4110638281433844e+37,-6.835754987092247e+37,-4.424691158948863e+37,4.436430166763319e-06,2.2120981703916374e-06,6.648528337154957e-06,7.780900149688811e-10,7.78090014968881e-10
1568681606.2716508,7762374087650.131,5179677188965.604,2582696898684.529,4010.616959698126,1999.7786745649466,1.5996580631232438e+37,7.976234363379623e+36,2.397281499461206e+37,-6.821972658410069e+37,-4.424691158948863e+37,4.418558637170503e-06,2.203187046711489e-06,6.621745683881992e-06,7.742986316294081e-10,7.742986316294081e-10
1577909145.1320722,7777825959227.701,5189987914245.45,2587838044982.2515,3999.263973199179,1994.1178347187683,1.5906144709528573e+37,7.931141094823849e+36,2.3837285804352423e+37,-6.808419739384106e+37,-4.424691158948863e+37,4.401019756388991e-06,2.1944417887835805e-06,6.5954615451725715e-06,7.7057288750558e-10,7.705728875055799e-10
1587136683.9924936,7793079179797.662,5200166083675.624,2592913096122.0396,3988.0695866180754,1988.536076155265,1.5817223183055673e+37,7.886802935848014e+36,2.3704026118903687e+37,-6.795093770839231e+37,-4.424691158948863e+37,4.3838085802233995e-06,2.1858599313272352e-06,6.569668511550635e-06,7.669119644346427e-10,7.669119644346427e-10
1596364222.8529153,7808133818625.176,5210211743475.381,2597922075149.7954,3977.033108515855,1983.0330541083067,1.5729799988327012e+37,7.843211876856963e+36,2.3573011865183977e+37,-6.781992345467261e+37,-4.424691158948863e+37,4.366920285717373e-06,2.1774390695141272e-06,6.5443593552315005e-06,7.633150636336796e-10,7.633150636336794e-10
1605591761.7133367,7822989947730.759,5220124941702.576,2602865006028.1836,3966.153863926552,1977.6084320255482,1.5643859401741648e+37,7.800360077729792e+36,2.344421947947144e+37,-6.769113106896009e+37,-4.424691158948863e+37,4.350350168268738e-06,2.169176857529837e-06,6.519527025798575e-06,7.597814052766649e-10,7.597814052766649e-10
1614819300.5737581,7837647641689.1875,5229905728119.467,2607741913569.7217,3955.4311940838547,1972.2618814321352,1.5559386033510405e+37,7.758239864791225e+36,2.331762589830163e+37,-6.756453748779025e+37,-4.424691158948863e+37,4.334093638828572e-06,2.1610710071772445e-06,6.4951646460058165e-06,7.563102280824709e-10,7.563102280824709e-10
1624046839.4341795,7852106977435.732,5239554154063.423,2612552823372.3105,3944.864456149778,1966.9930817954146,1.5476364821718217e+37,7.716843727850975e+36,2.319320854956919e+37,-6.744012013905782e+37,-4.424691158948863e+37,4.318146221181886e-06,2.153119286520624e-06,6.47126550770251e-06,7.529007889135803e-10,7.529007889135804e-10
1633274378.294601,7866368034079.486,5249070272322.361,2617297761757.126,3934.4530229454317,1961.8017203906904,1.539478102652074e+37,7.676164317310042e+36,2.307094534383078e+37,-6.731785693331941e+37,-4.424691158948863e+37,4.302503549307625e-06,2.145319518569282e-06,6.447823067876907e-06,7.495523623852535e-10,7.495523623852536e-10
1642501917.1550226,7880430892723.484,5258454137014.718,2621976755708.7676,3924.196282683981,1956.6874921680717,1.5314620224473104e+37,7.636194441332917e+36,2.2950814665806023e+37,-6.719772625529466e+37,-4.424691158948863e+37,4.287161364815792e-06,2.1376695799996515e-06,6.424830944815444e-06,7.462642404849023e-10,7.462642404849023e-10
1651729456.015444,7894295636291.399,5267705803473.804,2626589832817.597,3914.0936387058878,1951.6500996204588,1.5235868302988828e+37,7.596927063084677e+36,2.2832795366073505e+37,-6.707970695556213e+37,-4.424691158948863e+37,4.272115514459508e-06,2.1301673999147557e-06,6.402282914374264e-06,7.430357322014316e-10,7.430357322014314e-10
1660956994.8758655,7907962349360.542,5276825328136.367,2631137021224.1753,3904.1445092165272,1946.689252652713,1.5158511454926907e+37,7.558355298031992e+36,2.27168667529589e+37,-6.696377834244754e+37,-4.424691158948863e+37,4.257361947719959e-06,2.1228109586400096e-06,6.380172906359969e-06,7.398661631643142e-10,7.398661631643141e-10
1670184533.7362869,7921431118000.957,5285812768435.232,2635618349565.725,3894.3483270262436,1941.8046684520427,1.5082536173304935e+37,7.520472411306974e+36,2.260300858461191e+37,-6.684992017410055e+37,-4.424691158948863e+37,4.24289671446215e-06,2.1155982865543285e-06,6.358495001016478e-06,7.36754875292167e-10,7.36754875292167e-10
1679412072.5967085,7934702029620.377,5294668182695.833,2640033846924.5454,3884.704539292917,1936.9960713596422,1.5007929246136177e+37,7.483271815132831e+36,2.249120106126901e+37,-6.673811265075764e+37,-4.424691158948863e+37,4.228715962659526e-06,2.1085274629555774e-06,6.337243425615103e-06,7.337012264506028e-10,7.337012264506029e-10
1688639611.45713,7947775172814.8125,5303391630036.516,2644383542778.298,3875.2126072671276,1932.2631927436241,1.4934677751388717e+37,7.446747066310393e+36,2.238142481769911e+37,-6.662833640718774e+37,-4.424691158948863e+37,4.214815936185541e-06,2.1015966149593988e-06,6.31641255114494e-06,7.307045901191433e-10,7.307045901191433e-10
1697867150.3175514,7960650637224.611,5311983170272.495,2648667466952.1167,3865.872006039941,1927.6057708732621,1.486276905206432e+37,7.410891863764334e+36,2.2273660915828655e+37,-6.652057250531728e+37,-4.424691158948863e+37,4.201192972670263e-06,2.0948039164304724e-06,6.2959968891007355e-06,7.277643550669662e-10,7.277643550669662e-10
1707094689.1779728,7973328513395.73,5320442863823.281,2652885649572.4507,3856.68222429342,1923.0235507945881,1.4792190791395347e+37,7.375700046148243e+36,2.216789083754359e+37,-6.641480242703222e+37,-4.424691158948863e+37,4.187843501420293e-06,2.08814758694534e-06,6.275991088365632e-06,7.248799250372929e-10,7.248799250372929e-10
1716322228.0383945,7985808892646.074,5328770771623.485,2657038121022.59,3847.642764053884,1918.516284207364,1.4722930888157442e+37,7.341165589507433e+36,2.2064096477664873e+37,-6.63110080671535e+37,-4.424691158948863e+37,4.174764041400174e-06,2.0816258907858973e-06,6.2563899321860705e-06,7.220507184402014e-10,7.220507184402014e-10
1725549766.8988159,7998091866936.697,5336966955036.884,2661124911899.815,3838.7531404479746,1914.08372934345,1.465497753209604e+37,7.307282604998504e+36,2.196226013709454e+37,-6.6209171726583175e+37,-4.424691158948863e+37,4.161951199273626e-06,2.075237135962708e-06,6.237188335236334e-06,7.192761680536666e-10,7.192761680536666e-10
1734777305.7592373,8010177528747.707,5345031475773.6045,2665146052974.1035,3830.0128814615864,1909.725650846602,1.4588319179464793e+37,7.274045336664697e+36,2.1862364516129493e+37,-6.610927610561812e+37,-4.424691158948863e+37,4.149401667502945e-06,2.0689796732673243e-06,6.21838134077027e-06,7.165557207326372e-10,7.165557207326372e-10
1744004844.6196587,8022065970958.685,5352964395810.337,2669101575148.348,3821.421527701692,1905.441819653714,1.4522944548673834e+37,7.241448159266045e+36,2.176439270793988e+37,-6.6011304297428505e+37,-4.424691158948863e+37,4.137112222504963e-06,2.0628518953528132e-06,6.199964117857777e-06,7.138888371259569e-10,7.138888371259568e-10
1753232383.4800804,8033757286733.477,5360765777313.456,2672991509420.021,3812.978632161112,1901.2320128775261,1.445884261604598e+37,7.209485576163312e+36,2.166832819220929e+37,-6.591523978169792e+37,-4.424691158948863e+37,4.125079722862038e-06,2.0568522358417125e-06,6.181931958703751e-06,7.112749914009456e-10,7.112749914009456e-10
1762459922.3405018,8045251569409.173,5368435682564.9375,2676815886844.237,3804.683759986285,1897.09601369083,1.4396002611679108e+37,7.178152217254886e+36,2.1574154828933993e+37,-6.582106641842262e+37,-4.424691158948863e+37,4.113301107586559e-06,2.0509791684606836e-06,6.164280276047243e-06,7.087136709754673e-10,7.087136709754673e-10
1771687461.2009232,8056548912389.167,5375974173890.999,2680574738498.169,3796.5364882480426,1893.0336112121727,1.4334414015412484e+37,7.147442836965514e+36,2.1481856852378e+37,-6.572876844186663e+37,-4.424691158948863e+37,4.1017733944375096e-06,2.0452312062011045e-06,6.147004600638614e-06,7.062043762572993e-10,7.062043762572994e-10
1780915000.0613446,8067649409040.107,5383381313593.341,2684268095446.7676,3788.5364057154616,1889.0446003930942,1.4274066552895556e+37,7.117352312286102e+36,2.1391418865181657e+37,-6.563833045467029e+37,-4.424691158948863e+37,4.0904936782876805e-06,2.0396069005049375e-06,6.130100578792618e-06,7.037466203906444e-10,7.037466203906443e-10
1790142538.921766,8078553152592.694,5390657163882.947,2687895988709.7476,3780.6831126327584,1885.128781906883,1.4214950191756715e+37,7.0878756408634e+36,2.1302825832620114e+37,-6.554973742210875e+37,-4.424691158948863e+37,4.07945912954012e-06,2.034104840475131e-06,6.113563970015251e-06,7.013399290096001e-10,7.013399290096e-10
1799370077.7821877,8089260236045.8,5397801786816.109,2691458449229.692,3772.976220499552,1881.2859620390093,1.415705513787258e+37,7.059007939139773e+36,2.1216063077012351e+37,-6.5462974666500985e+37,-4.424691158948863e+37,4.068666992592852e-06,2.028723652110098e-06,6.097390644702951e-06,6.989838399985116e-10,6.989838399985116e-10
1808597616.6426091,8099770752074.755,5404815244233.222,2694955507841.5337,3765.4153518538037,1877.5159525788958,1.4100371831730435e+37,7.030744440539441e+36,2.1131116272269877e+37,-6.537802786175851e+37,-4.424691158948863e+37,4.058114584349627e-06,2.0234619975611452e-06,6.081576581910772e-06,6.966779032588377e-10,6.966779032588377e-10
1817825155.5030305,8110084792942.326,5411697597699.389,2698387195242.939,3758.0001400584733,1873.818570713538,1.4044890944889766e+37,7.003080493704123e+36,2.104797143859389e+37,-6.529488302808252e+37,-4.424691158948863e+37,4.047799292776826e-06,2.0183185744129117e-06,6.066117867189737e-06,6.944216804826765e-10,6.944216804826766e-10
1827052694.363452,8120202450413.366,5418448908447.461,2701753541965.9062,3750.7302290910975,1870.1936389225853,1.399060337653496e+37,6.976011560774136e+36,2.0966614937309095e+37,-6.521352652679773e+37,-4.424691158948863e+37,4.037718575504198e-06,2.0132921149856726e-06,6.05101069048987e-06,6.922147449325655e-10,6.922147449325655e-10
1836280233.2238736,8130123815672.485,5425069237323.109,2705054578349.377,3743.605273336738,1866.6409848750995,1.393750025012058e+37,6.949533215715678e+36,2.088703346583626e+37,-6.513394505532489e+37,-4.424691158948863e+37,4.027869958468836e-06,2.0083813856591914e-06,6.036251344128027e-06,6.900566812275273e-10,6.900566812275274e-10
1845507772.084295,8139848979244.826,5431558644731.953,2708290334512.874,3736.624937384157,1863.1604413279238,1.3885572910106407e+37,6.923641142692816e+36,2.0809214052799223e+37,-6.505612564228785e+37,-4.424691158948863e+37,4.018251034601051e-06,2.003585186217471e-06,6.021836220818522e-06,6.879470851351839e-10,6.879470851351839e-10
1854735310.9447165,8149378030919.748,5437917190588.638,2711460840331.111,3729.7888958253516,1859.7518460257268,1.3834812918781272e+37,6.898331134483818e+36,2.073314405326509e+37,-6.498005564275372e+37,-4.424691158948863e+37,4.008859462551168e-06,1.9989023492139063e-06,6.007761811765074e-06,6.858855633698265e-10,6.858855633698264e-10
1863962849.8051379,8158711059677.371,5444144934267.821,2714566125409.5503,3723.096833058402,1856.4150416026976,1.3785212053173688e+37,6.873599090940703e+36,2.065881114411439e+37,-6.490572273360303e+37,-4.424691158948863e+37,3.99969296545613e-06,1.99433173935629e-06,5.99402470481242e-06,6.838717333962966e-10,6.838717333962965e-10
1873190388.6655595,8167848153617.859,5450241934556.983,2717606219060.8774,3716.548443093708,1853.1498754859326,1.3736762302048023e+37,6.849441017491481e+36,2.0586203319539505e+37,-6.483311490902814e+37,-4.424691158948863e+37,3.990749329744934e-06,1.989872252911174e-06,5.980621582656108e-06,6.819052232395631e-10,6.819052232395631e-10
1882417927.525981,8176789399893.352,5456208249611.004,2720581150282.348,3710.14342936362,1849.9561998005113,1.3689455862984566e+37,6.825853023684207e+36,2.051530888666877e+37,-6.47622204761574e+37,-4.424691158948863e+37,3.982026403981902e-06,1.9855228171271002e-06,5.967549221109002e-06,6.799856712998686e-10,6.799856712998686e-10
1891645466.3864024,8185534884642.478,5462043936908.472,2723490947734.0063,3703.881504535477,1846.8338712762757,1.3643285139541966e+37,6.802831321772117e+36,2.0446116461314084e+37,-6.469302805080272e+37,-4.424691158948863e+37,3.973522097746824e-06,1.9812823896762177e-06,5.954804487423041e-06,6.781127261733236e-10,6.781127261733235e-10
1900873005.2468238,8194084692927.32,5467749053209.616,2726335639717.705,3697.762390328133,1843.7827511563441,1.3598242738500938e+37,6.780372225339275e+36,2.0378614963840214e+37,-6.462552655332884e+37,-4.424691158948863e+37,3.9652343805510995e-06,1.977149958113847e-06,5.942384338664947e-06,6.762860464778489e-10,6.762860464778491e-10
1910100544.1072454,8202438908672.806,5473323654515.862,2729115254156.9443,3691.7858173319228,1840.8027051073439,1.3554321467187341e+37,6.758472147965811e+36,2.0312793615153151e+37,-6.455970520464178e+37,-4.424691158948863e+37,3.9571612807889495e-06,1.9731245393555327e-06,5.930285820144482e-06,6.745053006843382e-10,6.745053006843382e-10
1919328082.9676669,8210597614608.38,5478767796030.919,2731829818577.4624,3685.9515248321627,1837.8936031314042,1.3511514330873776e+37,6.737127601932299e+36,2.0248641932806075e+37,-6.44955535222947e+37,-4.424691158948863e+37,3.949300884722883e-06,1.9692051791711743e-06,5.9185060638940575e-06,6.727701669529492e-10,6.727701669529492e-10
1928555621.8280883,8218560892211.95,5484081532123.364,2734479360088.5864,3680.2592606361654,1835.0553194799031,1.3469814530258013e+37,6.716335196962444e+36,2.0186149727220459e+37,-6.443306131670909e+37,-4.424691158948863e+37,3.941651335502564e-06,1.965390951695813e-06,5.907042287198377e-06,6.71080332974411e-10,6.71080332974411e-10
1937783160.6885097,8226328821655.985,5489264916290.6875,2737063905365.299,3674.70878090382,1832.287732568989,1.3429215459017152e+37,6.696091639003538e+36,2.012530709802069e+37,-6.437221868750933e+37,-4.424691158948863e+37,3.934210832216296e-06,1.9616809589566834e-06,5.895891791172979e-06,6.694354958162532e-10,6.694354958162532e-10
1947010699.5489311,8233901481755.698,5494318001124.704,2739583480630.9946,3669.2998499817586,1829.5907248968958,1.3389710701436236e+37,6.676393729044039e+36,2.0066104430480274e+37,-6.431301601996892e+37,-4.424691158948863e+37,3.926977628974381e-06,1.9580743304161555e-06,5.885051959390537e-06,6.678353617738619e-10,6.678353617738618e-10
1956238238.4093528,8241278949919.287,5499240838278.36,2742038111640.9272,3664.0322402411266,1826.9641829630486,1.3351294030110013e+37,6.657238361967615e+36,2.000853239207763e+37,-6.425544398156626e+37,-4.424691158948863e+37,3.919950034023573e-06,1.9545702225301796e-06,5.874520256553753e-06,6.662796462262635e-10,6.662796462262635e-10
1965465777.2697742,8248461302100.123,5504033478433.823,2744427823666.301,3658.905731918991,1824.407997188988,1.3313959403716764e+37,6.63862252544313e+36,1.9952581929159896e+37,-6.419949351864852e+37,-4.424691158948863e+37,3.913126408891929e-06,1.951167818321897e-06,5.864294227213826e-06,6.647680734965542e-10,6.647680734965543e-10
1974693316.1301956,8255448612750.836,5508695971271.845,2746752641478.992,3653.92011296342,1821.9220618411237,1.3277700964863056e+37,6.620543298849993e+36,1.989824426371305e+37,-6.414515585320168e+37,-4.424691158948863e+37,3.906505167563407e-06,1.9478663269700717e-06,5.854371494533479e-06,6.633003767168883e-10,6.633003767168883e-10
1983920854.990617,8262240954779.269,5513228365442.373,2749012589336.8965,3649.0751788822367,1819.5062749553192,1.3242513037998188e+37,6.602997852238253e+36,1.9845510890236443e+37,-6.409242247972508e+37,-4.424691158948863e+37,3.900084775681481e-06,1.9446649834119993e-06,5.84474975909348e-06,6.618762976979352e-10,6.618762976979351e-10
1993148393.8510387,8268838399506.196,5517630708536.337,2751207690969.8604,3644.3707325955,1817.1605382633365,1.3208390127397368e+37,6.585983445322979e+36,1.9794373572720347e+37,-6.404128516220897e+37,-4.424691158948863e+37,3.893863749781201e-06,1.941563047960594e-06,5.835426797741796e-06,6.604955868027353e-10,6.604955868027353e-10
2002375932.71146,8275241016624.792,5521903047058.598,2753337969566.195,3639.806584291711,1814.8847571211363,1.3175326915212496e+37,6.569497426512323e+36,1.974482434172482e+37,-6.399173593121344e+37,-4.424691158948863e+37,3.887840656549054e-06,1.9385598059353393e-06,5.826400462484393e-06,6.591580028248703e-10,6.591580028248702e-10
2011603471.5718815,8281448874161.766,5526045426402.021,2755403447759.7446,3635.3825512877984,1812.6788404390652,1.3143318259589638e+37,6.553537231968863e+36,1.9696855491558501e+37,-6.394376708104713e+37,-4.424691158948863e+37,3.882014112110036e-06,1.9356545673068093e-06,5.817668679416846e-06,6.578633128708782e-10,6.578633128708782e-10
2020831010.432303,8287462038440.14,5530057890822.637,2757404147617.504,3631.098457892891,1810.5427006139284,1.3112359192852113e+37,6.538100384703649e+36,1.9650459577555764e+37,-6.38973711670444e+37,-4.424691158948863e+37,3.876382781341389e-06,1.9328466663544804e-06,5.809229447695869e-06,6.566112922468409e-10,6.56611292246841e-10
2030058549.2927246,8293280574043.609,5533940483415.852,2759340090627.759,3626.9541352758933,1808.4762534629613,1.308244491974823e+37,6.523184493702491e+36,1.960562941345072e+37,-6.385254100293935e+37,-4.424691158948863e+37,3.8709453772124336e-06,1.9301354613375606e-06,5.801080838549994e-06,6.554017243490733e-10,6.554017243490732e-10
2039286088.153146,8298904543782.433,5537693246093.698,2761211297688.7354,3622.949421336919,1806.4794181597222,1.3053570815762904e+37,6.508787253084086e+36,1.9562358068846989e+37,-6.380926965833562e+37,-4.424691158948863e+37,3.865700660150006e-06,1.9275203341785813e-06,5.793220994328587e-06,6.542344005588529e-10,6.542344005588529e-10
2048513627.0135674,8304334008660.821,5541316219563.068,2763017789097.7544,3619.084160582579,1804.5521171719101,1.3025732425492122e+37,6.494906441289504e+36,1.9520638866781626e+37,-6.376755045627026e+37,-4.424691158948863e+37,3.860647437428968e-06,1.9250006901594924e-06,5.78564812758846e-06,6.531091201411247e-10,6.531091201411247e-10
2057741165.8739889,8309569027845.785,5544809443304.925,2764759584540.8613,3615.3582040051638,1802.6942762011206,1.2998925461079472e+37,6.481539920302599e+36,1.9480465381382072e+37,-6.3727376970870705e+37,-4.424691158948863e+37,3.8557845625873345e-06,1.9225759576300345e-06,5.778360520217369e-06,6.520256901471204e-10,6.520256901471203e-10
2066968704.7344103,8314609658637.385,5548172955554.455,2766436703082.9307,3611.7714089657356,1800.9058241245546,1.297314580071391e+37,6.46868563490097e+36,1.9441831435614881e+37,-6.36887430251035e+37,-4.424691158948863e+37,3.8511109348655435e-06,1.9202455877281435e-06,5.771356522593687e-06,6.509839253208346e-10,6.509839253208347e-10
2076196243.594832,8319455956440.36,5551406793282.135,2768049163158.2266,3608.3236390811558,1799.186692938686,1.2948389487187938e+37,6.456341611937029e+36,1.9404731099124967e+37,-6.365164268861361e+37,-4.424691158948863e+37,3.846625498669442e-06,1.9180090541121884e-06,5.76463455278163e-06,6.499836480093043e-10,6.499836480093043e-10
2085423782.4552534,8324107974737.102,5554510992175.694,2769596982561.408,3605.0147641150875,1797.5368177049158,1.2924652726515577e+37,6.444505959648906e+36,1.9369158686164483e+37,-6.361607027565312e+37,-4.424691158948863e+37,3.842327243056553e-06,1.9158658527048093e-06,5.758193095761363e-06,6.490246880766381e-10,6.49024688076638e-10
2094651321.3156748,8328565765061.918,5557485586622.95,2771080178438.969,3601.8446598729583,1795.956136497196,1.290193188660914e+37,6.433176867000649e+36,1.933510875360979e+37,-6.358202034309843e+37,-4.424691158948863e+37,3.838215201245245e-06,1.9138155014481804e-06,5.752030702693426e-06,6.481068828217416e-10,6.481068828217417e-10
2103878860.1760962,8332829376976.583,5560330609695.482,2772498767281.1016,3598.813208100952,1794.4445903516655,1.2880223496014458e+37,6.422352603051581e+36,1.9302576099066038e+37,-6.354948768855466e+37,-4.424691158948863e+37,3.834288450146388e-06,1.911857540070485e-06,5.746145990216873e-06,6.472300768996981e-10,6.472300768996981e-10
2113106399.0365179,8336898858047.116,5563046093133.146,2773852764913.9707,3595.9202963890098,1793.0021232182853,1.2859524242703519e+37,6.412031516354299e+36,1.9271555759057817e+37,-6.351846734854646e+37,-4.424691158948863e+37,3.830546109917171e-06,1.9099915298634374e-06,5.740537639780609e-06,6.463941222467495e-10,6.463941222467495e-10
